index,Cust ID,Gender,Age,Age Group,Date,Month,Status,Channel,Category,Size,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,B2B
4692,7209308,Women,46,Adult,04-07-2022,Jul,Delivered,Myntra,kurta,3XL,1,INR,475,BOLPUR,WEST BENGAL,731204,IN,FALSE
4693,3030203,Women,60,Senior,04-07-2022,Jul,Delivered,Flipkart,Top,XL,1,INR,599,Chennai,TAMIL NADU,600041,IN,FALSE
4694,6153022,Women,35,Adult,04-07-2022,Jul,Delivered,Nalli,kurta,S,1,INR,381,KALYAN,MAHARASHTRA,421202,IN,FALSE
4695,5135212,Women,27,Teenager,04-07-2022,Jul,Delivered,Myntra,kurta,3XL,1,INR,449,GIRIDIH,JHARKHAND,815301,IN,FALSE
4696,5827027,Men,28,Teenager,04-07-2022,Jul,Delivered,Amazon,Set,XL,1,INR,775,KURNOOL,ANDHRA PRADESH,518002,IN,FALSE
4697,8639468,Women,26,Teenager,04-07-2022,Jul,Delivered,Meesho,Set,L,1,INR,1166,UDUPI,KARNATAKA,574116,IN,FALSE
4698,1210676,Men,74,Senior,04-07-2022,Jul,Delivered,Ajio,Set,S,1,INR,642,Arambagh,WEST BENGAL,712601,IN,FALSE
4699,7749037,Men,38,Adult,04-07-2022,Jul,Delivered,Amazon,Set,XS,1,INR,1068,GARULIA,WEST BENGAL,743144,IN,FALSE
4700,3826657,Men,29,Teenager,04-07-2022,Jul,Delivered,Myntra,Set,3XL,1,INR,642,GORAKHPUR,UTTAR PRADESH,273008,IN,FALSE
4701,3826657,Men,47,Adult,04-07-2022,Jul,Delivered,Flipkart,Set,S,1,INR,597,THANE,MAHARASHTRA,401107,IN,FALSE
4702,741159,Women,39,Adult,04-07-2022,Jul,Delivered,Ajio,Top,XXL,1,INR,487,HOWRAH,WEST BENGAL,711101,IN,FALSE
4703,837625,Men,19,Teenager,04-07-2022,Jul,Delivered,Myntra,Set,M,1,INR,881,AGARTALA,TRIPURA,799005,IN,FALSE
4704,5929424,Men,46,Adult,04-07-2022,Jul,Delivered,Myntra,Western Dress,XXL,1,INR,735,JORHAT,ASSAM,785006,IN,FALSE
4705,1899331,Women,44,Adult,04-07-2022,Jul,Delivered,Amazon,Set,L,1,INR,729,NEW DELHI,DELHI,110034,IN,FALSE
4706,426095,Women,28,Teenager,04-07-2022,Jul,Delivered,Myntra,Top,S,1,INR,599,TURA,MEGHALAYA,794001,IN,FALSE
4707,8799746,Women,54,Senior,04-07-2022,Jul,Delivered,Amazon,Set,S,1,INR,655,FAIZABAD,UTTAR PRADESH,224001,IN,FALSE
4708,1907717,Men,41,Adult,04-07-2022,Jul,Delivered,Amazon,Set,XXL,1,INR,885,Bharuch,GUJARAT,392001,IN,FALSE
4709,6455481,Men,46,Adult,04-07-2022,Jul,Delivered,Myntra,Western Dress,XXL,1,INR,735,Kannur,KERALA,670741,IN,FALSE
4710,62547,Women,37,Adult,04-07-2022,Jul,Delivered,Myntra,Set,S,1,INR,548,SOUTH WEST DELHI,Delhi,110075,IN,FALSE
4711,2739680,Women,46,Adult,04-07-2022,Jul,Delivered,Amazon,kurta,S,1,INR,399,GREATER NOIDA,UTTAR PRADESH,201308,IN,FALSE
4712,3579795,Men,28,Teenager,04-07-2022,Jul,Delivered,Amazon,Set,XXL,1,INR,1299,KOCHI,KERALA,682005,IN,FALSE
4713,6978807,Men,22,Teenager,04-07-2022,Jul,Delivered,Myntra,Western Dress,3XL,1,INR,725,NASHIK,MAHARASHTRA,422001,IN,FALSE
4714,224388,Men,61,Senior,04-07-2022,Jul,Delivered,Myntra,Western Dress,3XL,1,INR,725,NEW DELHI,DELHI,110008,IN,FALSE
4715,224388,Women,26,Teenager,04-07-2022,Jul,Refunded,Amazon,kurta,XXL,1,INR,291,HSIIDC SOHNA,HARYANA,122103,IN,FALSE
4716,8876249,Men,40,Adult,04-07-2022,Jul,Delivered,Amazon,Set,L,1,INR,1287,HOWRAH,WEST BENGAL,711101,IN,FALSE
4717,9578936,Women,30,Adult,04-07-2022,Jul,Delivered,Myntra,Ethnic Dress,M,1,INR,845,KAKINADA,ANDHRA PRADESH,533005,IN,FALSE
4718,2183292,Men,70,Senior,04-07-2022,Jul,Delivered,Amazon,Top,M,1,INR,498,JAIPUR,RAJASTHAN,302026,IN,FALSE
4719,8618900,Men,49,Adult,04-07-2022,Jul,Delivered,Myntra,Western Dress,S,1,INR,771,Bengaluru,KARNATAKA,560068,IN,FALSE
4720,7398101,Men,35,Adult,04-07-2022,Jul,Cancelled,Others,Top,M,1,INR,469,NEW DELHI,DELHI,110085,IN,FALSE
4721,7294691,Women,43,Adult,04-07-2022,Jul,Delivered,Amazon,Bottom,M,1,INR,229,PARCHUR,ANDHRA PRADESH,523171,IN,FALSE
4722,5268849,Men,20,Teenager,04-07-2022,Jul,Delivered,Amazon,kurta,M,1,INR,399,PUNE,MAHARASHTRA,411014,IN,FALSE
4723,278514,Men,27,Teenager,04-07-2022,Jul,Delivered,Amazon,kurta,XL,1,INR,293,MYSURU,KARNATAKA,570002,IN,FALSE
4724,4885677,Men,37,Adult,04-07-2022,Jul,Cancelled,Ajio,kurta,L,1,INR,292,DEHRADUN,UTTARAKHAND,248001,IN,FALSE
4725,6922381,Women,77,Senior,04-07-2022,Jul,Returned,Amazon,Set,3XL,1,INR,635,BENGALURU,KARNATAKA,560075,IN,FALSE
4726,9408820,Men,75,Senior,04-07-2022,Jul,Delivered,Ajio,Set,M,1,INR,597,GORAKHPUR,UTTAR PRADESH,273001,IN,FALSE
4727,757324,Women,25,Teenager,04-07-2022,Jul,Delivered,Amazon,Set,L,1,INR,499,NEW DELHI,DELHI,110029,IN,FALSE
4728,1501456,Women,42,Adult,04-07-2022,Jul,Delivered,Amazon,kurta,M,1,INR,399,THIRUVANANTHAPURAM,KERALA,695024,IN,FALSE
4729,4885584,Women,35,Adult,04-07-2022,Jul,Delivered,Flipkart,kurta,M,1,INR,399,BENGALURU,KARNATAKA,560102,IN,FALSE
4730,5486942,Women,42,Adult,04-07-2022,Jul,Delivered,Myntra,Set,M,1,INR,999,GORAKHPUR,UTTAR PRADESH,273010,IN,FALSE
4731,4109226,Women,37,Adult,04-07-2022,Jul,Delivered,Myntra,kurta,L,1,INR,754,CHIRALA,ANDHRA PRADESH,523157,IN,FALSE
4732,3569650,Men,44,Adult,04-07-2022,Jul,Delivered,Meesho,Set,XXL,1,INR,1115,GURUGRAM,HARYANA,122004,IN,FALSE
4733,6824015,Women,44,Adult,04-07-2022,Jul,Delivered,Amazon,Set,L,1,INR,888,BENGALURU,KARNATAKA,560060,IN,FALSE
4734,8227593,Women,32,Adult,04-07-2022,Jul,Cancelled,Flipkart,kurta,3XL,1,INR,345,NALBARI,ASSAM,781353,IN,FALSE
4735,9919865,Women,24,Teenager,04-07-2022,Jul,Delivered,Myntra,kurta,S,1,INR,435,MUMBAI,MAHARASHTRA,400011,IN,FALSE
4736,6832731,Women,40,Adult,04-07-2022,Jul,Delivered,Flipkart,Top,M,1,INR,629,GURUGRAM,HARYANA,122002,IN,FALSE
4737,6615325,Women,46,Adult,04-07-2022,Jul,Delivered,Myntra,Set,M,1,INR,529,JODHPUR,RAJASTHAN,342001,IN,FALSE
4738,1044002,Women,44,Adult,04-07-2022,Jul,Delivered,Amazon,kurta,M,1,INR,635,GHAZIABAD,UTTAR PRADESH,201001,IN,FALSE
4739,1325591,Men,44,Adult,04-07-2022,Jul,Delivered,Amazon,Set,L,1,INR,569,BENGALURU,KARNATAKA,560035,IN,FALSE
4740,6108528,Men,22,Teenager,04-07-2022,Jul,Delivered,Myntra,Western Dress,XS,1,INR,724,MUMBAI,MAHARASHTRA,400004,IN,FALSE
4741,5150186,Women,57,Senior,04-07-2022,Jul,Delivered,Flipkart,Saree,Free,1,INR,654,KOLKATA,WEST BENGAL,700092,IN,FALSE
4742,9046174,Men,35,Adult,04-07-2022,Jul,Delivered,Amazon,Set,L,1,INR,696,KOLKATA,WEST BENGAL,700075,IN,FALSE
4743,2663556,Men,22,Teenager,04-07-2022,Jul,Delivered,Myntra,Set,L,1,INR,626,SURAT,GUJARAT,395003,IN,FALSE
4744,8156293,Women,48,Adult,04-07-2022,Jul,Delivered,Amazon,Set,S,1,INR,727,CHENNAI,TAMIL NADU,600045,IN,FALSE
4745,3144879,Women,65,Senior,04-07-2022,Jul,Delivered,Nalli,Set,XL,1,INR,968,JAIPUR,RAJASTHAN,302012,IN,FALSE
4746,4259088,Women,25,Teenager,04-07-2022,Jul,Returned,Myntra,kurta,L,1,INR,777,KOLKATA,WEST BENGAL,700047,IN,FALSE
4747,536767,Women,37,Adult,04-07-2022,Jul,Delivered,Meesho,kurta,L,1,INR,399,MANNARGUDI,TAMIL NADU,614001,IN,FALSE
4748,5400234,Women,53,Senior,04-07-2022,Jul,Delivered,Amazon,Set,3XL,1,INR,461,HASSAN,KARNATAKA,573202,IN,FALSE
4749,1825505,Women,41,Adult,04-07-2022,Jul,Delivered,Ajio,Set,S,1,INR,909,PERINTHALMANNA,KERALA,679322,IN,FALSE
4750,2399780,Men,55,Senior,04-07-2022,Jul,Delivered,Flipkart,Set,XS,1,INR,666,BHARUCH,GUJARAT,392001,IN,FALSE
4751,4829741,Women,20,Teenager,04-07-2022,Jul,Delivered,Flipkart,Set,XXL,1,INR,698,MUMBAI,MAHARASHTRA,400074,IN,FALSE
4752,7033281,Women,37,Adult,04-07-2022,Jul,Delivered,Flipkart,kurta,M,1,INR,499,TAMLUK,WEST BENGAL,721649,IN,FALSE
4753,1163636,Men,22,Teenager,04-07-2022,Jul,Delivered,Amazon,Western Dress,XS,1,INR,791,CHITTOOR,ANDHRA PRADESH,517001,IN,FALSE
4754,2876371,Women,33,Adult,04-07-2022,Jul,Delivered,Myntra,kurta,L,1,INR,517,NEW DELHI,DELHI,110075,IN,FALSE
4755,8049286,Men,40,Adult,04-07-2022,Jul,Delivered,Amazon,Set,XXL,1,INR,759,MUMBAI,MAHARASHTRA,400086,IN,FALSE
4756,2158895,Men,71,Senior,04-07-2022,Jul,Delivered,Flipkart,Set,XL,1,INR,762,NEW DELHI,DELHI,110028,IN,FALSE
4757,765655,Women,61,Senior,04-07-2022,Jul,Delivered,Ajio,kurta,6XL,1,INR,452,KAKINADA,ANDHRA PRADESH,533003,IN,FALSE
4758,6739870,Men,69,Senior,04-07-2022,Jul,Delivered,Amazon,Set,M,1,INR,635,JALNA,MAHARASHTRA,431203,IN,FALSE
4759,1170384,Men,71,Senior,04-07-2022,Jul,Delivered,Amazon,Western Dress,L,1,INR,588,CHENNAI,TAMIL NADU,600042,IN,FALSE
4760,6950840,Women,49,Adult,04-07-2022,Jul,Delivered,Amazon,kurta,3XL,1,INR,459,KAKINADA,ANDHRA PRADESH,533002,IN,FALSE
4761,1434174,Women,44,Adult,04-07-2022,Jul,Delivered,Flipkart,Set,M,1,INR,759,HYDERABAD,TELANGANA,500049,IN,FALSE
4762,8791125,Women,65,Senior,04-07-2022,Jul,Delivered,Flipkart,Saree,Free,1,INR,399,North 24 Parganas,WEST BENGAL,700059,IN,FALSE
4763,6617498,Women,39,Adult,04-07-2022,Jul,Delivered,Amazon,Set,XS,1,INR,646,BENGALURU,KARNATAKA,560037,IN,FALSE
4764,1216732,Women,39,Adult,04-07-2022,Jul,Delivered,Amazon,kurta,L,1,INR,432,TIRUPATI,ANDHRA PRADESH,517501,IN,FALSE
4765,285370,Women,40,Adult,04-07-2022,Jul,Delivered,Myntra,kurta,XL,1,INR,310,KUMARAPALAYAM,TAMIL NADU,638183,IN,FALSE
4766,7080551,Men,44,Adult,04-07-2022,Jul,Delivered,Others,Western Dress,3XL,1,INR,1033,KRISHNAGIRI,TAMIL NADU,635001,IN,FALSE
4767,9611331,Women,58,Senior,04-07-2022,Jul,Delivered,Amazon,kurta,L,1,INR,329,KORATTY,KERALA,680741,IN,FALSE
4768,4489243,Women,26,Teenager,04-07-2022,Jul,Delivered,Ajio,kurta,M,1,INR,459,COIMBATORE,TAMIL NADU,641015,IN,FALSE
4769,3105169,Men,34,Adult,04-07-2022,Jul,Delivered,Amazon,Western Dress,XL,1,INR,771,INDORE,MADHYA PRADESH,452001,IN,FALSE
4770,7828468,Men,18,Teenager,04-07-2022,Jul,Delivered,Amazon,Western Dress,XXL,1,INR,725,VIZIANAGARAM,ANDHRA PRADESH,535002,IN,FALSE
4771,6648811,Men,21,Teenager,04-07-2022,Jul,Delivered,Amazon,Set,L,1,INR,696,PORT BLAIR,ANDAMAN & NICOBAR ,744101,IN,FALSE
4772,5208295,Women,24,Teenager,04-07-2022,Jul,Delivered,Ajio,Set,XL,1,INR,666,SECUNDERABAD,TELANGANA,500003,IN,FALSE
4773,961776,Women,27,Teenager,04-07-2022,Jul,Delivered,Amazon,kurta,XS,1,INR,376,ANANTAPUR,ANDHRA PRADESH,515741,IN,FALSE
4774,3633126,Women,23,Teenager,04-07-2022,Jul,Cancelled,Flipkart,kurta,M,1,INR,345,NEW DELHI,DELHI,110077,IN,FALSE
4775,8914741,Men,44,Adult,04-07-2022,Jul,Delivered,Amazon,Set,XL,1,INR,591,JAMMIKUNTA,TELANGANA,505122,IN,FALSE
4776,4887003,Men,70,Senior,04-07-2022,Jul,Delivered,Flipkart,Set,3XL,1,INR,877,HASSAN,KARNATAKA,573201,IN,FALSE
4777,4463259,Men,70,Senior,04-07-2022,Jul,Delivered,Myntra,Western Dress,XL,1,INR,771,PONNANI,KERALA,679577,IN,FALSE
4778,8911894,Women,24,Teenager,04-07-2022,Jul,Delivered,Amazon,kurta,XXL,1,INR,453,Mumbai,MAHARASHTRA,421201,IN,FALSE
4779,7756840,Women,49,Adult,04-07-2022,Jul,Delivered,Amazon,Set,XL,1,INR,799,SRIKALAHASTI,ANDHRA PRADESH,517644,IN,FALSE
4780,5225213,Women,46,Adult,04-07-2022,Jul,Delivered,Amazon,kurta,M,1,INR,329,BENGALURU,KARNATAKA,560097,IN,FALSE
4781,1355175,Men,49,Adult,04-07-2022,Jul,Delivered,Myntra,Set,M,1,INR,646,KANNUR,KERALA,670631,IN,FALSE
4782,9226250,Women,33,Adult,04-07-2022,Jul,Delivered,Amazon,kurta,XXL,1,INR,292,SAWAI MADHOPUR,RAJASTHAN,322001,IN,TRUE
4783,5044351,Men,41,Adult,04-07-2022,Jul,Delivered,Amazon,Set,XL,1,INR,759,CHENNAI,TAMIL NADU,600118,IN,FALSE
4784,4693700,Women,60,Senior,04-07-2022,Jul,Delivered,Ajio,Blouse,S,1,INR,665,PATNA,BIHAR,800020,IN,FALSE
4785,5627007,Women,64,Senior,04-07-2022,Jul,Delivered,Others,Set,M,1,INR,627,PUNE,MAHARASHTRA,411062,IN,FALSE
4786,6368906,Women,48,Adult,04-07-2022,Jul,Delivered,Flipkart,Set,3XL,1,INR,631,MOHALI,PUNJAB,140301,IN,FALSE
4787,6368906,Men,29,Teenager,04-07-2022,Jul,Delivered,Myntra,Set,S,1,INR,799,ERNAKULAM,KERALA,682020,IN,FALSE
4788,8190327,Women,25,Teenager,04-07-2022,Jul,Delivered,Myntra,Bottom,XL,1,INR,229,PATIALA,PUNJAB,147001,IN,FALSE
4789,7051039,Men,72,Senior,04-07-2022,Jul,Delivered,Amazon,Set,S,1,INR,824,CHENNAI,TAMIL NADU,600014,IN,FALSE
4790,8820466,Men,76,Senior,04-07-2022,Jul,Delivered,Amazon,Western Dress,XS,1,INR,735,MUMBAI,MAHARASHTRA,400053,IN,FALSE
4791,5681234,Men,35,Adult,04-07-2022,Jul,Cancelled,Meesho,Set,XL,1,INR,698,HYDERABAD,TELANGANA,500020,IN,FALSE
4792,6590868,Men,44,Adult,04-07-2022,Jul,Delivered,Amazon,Set,S,1,INR,1438,Payyanur,KERALA,670307,IN,FALSE
4793,1122033,Women,49,Adult,04-07-2022,Jul,Delivered,Ajio,Set,XL,1,INR,824,Kalyan West,MAHARASHTRA,421301,IN,FALSE
4794,6112534,Men,20,Teenager,04-07-2022,Jul,Delivered,Flipkart,Set,L,1,INR,696,GHAZIABAD,UTTAR PRADESH,201010,IN,FALSE
4795,8760487,Women,39,Adult,04-07-2022,Jul,Delivered,Amazon,kurta,M,1,INR,345,CHENNAI,TAMIL NADU,600092,IN,FALSE
4796,8760487,Women,23,Teenager,04-07-2022,Jul,Delivered,Myntra,Set,L,1,INR,958,Noida,UTTAR PRADESH,201301,IN,FALSE
4797,8760487,Women,45,Adult,04-07-2022,Jul,Delivered,Nalli,kurta,L,1,INR,432,PRODDATUR,ANDHRA PRADESH,516360,IN,FALSE
4798,5363586,Women,59,Senior,04-07-2022,Jul,Delivered,Amazon,kurta,3XL,1,INR,417,NEW DELHI,DELHI,110092,IN,FALSE
4799,5363586,Women,31,Adult,04-07-2022,Jul,Delivered,Flipkart,kurta,XS,1,INR,499,BENGALURU,KARNATAKA,560035,IN,FALSE
4800,3666973,Women,22,Teenager,04-07-2022,Jul,Returned,Amazon,kurta,M,1,INR,453,CHENNAI,TAMIL NADU,600093,IN,FALSE
4801,1677619,Women,23,Teenager,04-07-2022,Jul,Delivered,Amazon,kurta,XL,1,INR,349,HISAR,HARYANA,125001,IN,FALSE
4802,2338412,Women,63,Senior,04-07-2022,Jul,Delivered,Amazon,Top,XXL,1,INR,330,GURUGRAM,HARYANA,122001,IN,FALSE
4803,2341408,Men,33,Adult,04-07-2022,Jul,Delivered,Amazon,Set,M,1,INR,1174,UDAIPUR,RAJASTHAN,313001,IN,FALSE
4804,4066195,Women,44,Adult,04-07-2022,Jul,Delivered,Amazon,Set,XS,1,INR,1075,NEW DELHI,DELHI,110016,IN,FALSE
4805,8756211,Women,46,Adult,04-07-2022,Jul,Delivered,Amazon,Ethnic Dress,S,1,INR,845,Davangere,KARNATAKA,577552,IN,FALSE
4806,1973872,Women,19,Teenager,04-07-2022,Jul,Delivered,Flipkart,Top,S,1,INR,693,REWA,MADHYA PRADESH,486001,IN,FALSE
4807,4692248,Women,41,Adult,04-07-2022,Jul,Delivered,Others,kurta,L,1,INR,517,MADURAI,TAMIL NADU,625018,IN,FALSE
4808,9873239,Women,40,Adult,04-07-2022,Jul,Delivered,Amazon,kurta,L,1,INR,292,MUMBAI,MAHARASHTRA,400078,IN,FALSE
4809,6892505,Women,31,Adult,04-07-2022,Jul,Delivered,Amazon,kurta,L,1,INR,399,MUMBAI,MAHARASHTRA,400095,IN,FALSE
4810,1221172,Men,34,Adult,04-07-2022,Jul,Cancelled,Flipkart,Set,S,1,INR,788,BENGALURU,KARNATAKA,560050,IN,FALSE
4811,368967,Women,51,Senior,04-07-2022,Jul,Delivered,Meesho,kurta,XXL,1,INR,387,NEW DELHI,DELHI,110052,IN,FALSE
4812,368967,Women,73,Senior,04-07-2022,Jul,Delivered,Amazon,Ethnic Dress,M,1,INR,499,"DHOLKA, Ahmedabad",GUJARAT,382225,IN,FALSE
4813,368967,Women,77,Senior,04-07-2022,Jul,Delivered,Amazon,kurta,L,1,INR,666,AHMEDABAD,GUJARAT,380005,IN,FALSE
4814,5513381,Men,29,Teenager,04-07-2022,Jul,Delivered,Myntra,Western Dress,XL,1,INR,771,Jaipur,RAJASTHAN,302020,IN,FALSE
4815,8200545,Women,24,Teenager,04-07-2022,Jul,Delivered,Amazon,Set,L,1,INR,597,JAMNAGAR,GUJARAT,361006,IN,FALSE
4816,46374,Men,20,Teenager,04-07-2022,Jul,Delivered,Nalli,Western Dress,S,1,INR,724,THODUPUZHA,KERALA,685584,IN,FALSE
4817,5555885,Women,29,Teenager,04-07-2022,Jul,Returned,Ajio,Set,S,1,INR,1258,JAIPUR,RAJASTHAN,302039,IN,FALSE
4818,9816002,Women,56,Senior,04-07-2022,Jul,Delivered,Ajio,Top,S,1,INR,387,MIRYALAGUDA,TELANGANA,508207,IN,FALSE
4819,9816002,Women,41,Adult,04-07-2022,Jul,Delivered,Flipkart,Top,3XL,1,INR,625,JAMSHEDPURJamshedpur,JHARKHAND,831004,IN,FALSE
4820,2669429,Men,66,Senior,04-07-2022,Jul,Delivered,Amazon,Western Dress,L,1,INR,771,OTTAPPALAM,KERALA,679101,IN,FALSE
4821,2313960,Men,46,Adult,04-07-2022,Jul,Delivered,Flipkart,Set,XL,1,INR,684,CHENNAI,TAMIL NADU,600040,IN,FALSE
4822,7510503,Women,45,Adult,04-07-2022,Jul,Delivered,Nalli,Set,XS,1,INR,799,ALDONA,GOA,403508,IN,FALSE
4823,1080498,Women,48,Adult,04-07-2022,Jul,Delivered,Amazon,Saree,Free,1,INR,999,HYDERABAD,TELANGANA,500040,IN,FALSE
4824,7438332,Men,26,Teenager,04-07-2022,Jul,Delivered,Flipkart,Western Dress,XL,1,INR,735,THIRUVANANTHAPURAM,KERALA,695006,IN,FALSE
4825,1406314,Women,34,Adult,04-07-2022,Jul,Delivered,Myntra,Set,3XL,1,INR,598,BELAGAVI,KARNATAKA,590001,IN,FALSE
4826,9386000,Men,32,Adult,04-07-2022,Jul,Delivered,Others,Set,XL,1,INR,1149,KANKER,CHHATTISGARH,494334,IN,FALSE
4827,8009697,Women,27,Teenager,04-07-2022,Jul,Cancelled,Amazon,kurta,XL,1,INR,292,FERRARGUNJ,ANDAMAN & NICOBAR ,744103,IN,FALSE
4828,8708936,Women,27,Teenager,04-07-2022,Jul,Delivered,Myntra,kurta,S,1,INR,355,KURNOOL,ANDHRA PRADESH,518002,IN,FALSE
4829,9983306,Women,30,Adult,04-07-2022,Jul,Delivered,Flipkart,kurta,L,1,INR,292,VISAKHAPATNAM,ANDHRA PRADESH,530013,IN,FALSE
4830,763573,Men,71,Senior,04-07-2022,Jul,Delivered,Amazon,Set,M,1,INR,641,CHENNAI,TAMIL NADU,600017,IN,FALSE
4831,763573,Women,42,Adult,04-07-2022,Jul,Cancelled,Amazon,kurta,3XL,1,INR,387,Navi Mumbai,MAHARASHTRA,400705,IN,FALSE
4832,6092930,Women,64,Senior,04-07-2022,Jul,Delivered,Amazon,Set,XS,1,INR,771,ALDONA,GOA,403508,IN,FALSE
4833,8873911,Women,38,Adult,04-07-2022,Jul,Delivered,Amazon,Saree,Free,1,INR,546,MAPUSA,GOA,403507,IN,FALSE
4834,8873911,Women,40,Adult,04-07-2022,Jul,Delivered,Flipkart,kurta,XL,1,INR,292,RAJPUR SONARPUR,WEST BENGAL,700147,IN,FALSE
4835,645400,Women,32,Adult,04-07-2022,Jul,Delivered,Amazon,Set,M,1,INR,838,MAHINDRA WORLD CITY,TAMIL NADU,603004,IN,FALSE
4836,7023219,Women,40,Adult,04-07-2022,Jul,Delivered,Amazon,Set,XL,1,INR,1033,NAGAUR,RAJASTHAN,341001,IN,FALSE
4837,6794677,Women,25,Teenager,04-07-2022,Jul,Delivered,Myntra,Saree,Free,1,INR,1221,BENGALURU,KARNATAKA,560024,IN,FALSE
4838,7800186,Women,19,Teenager,04-07-2022,Jul,Delivered,Amazon,kurta,XXL,1,INR,496,BENGALURU,KARNATAKA,560049,IN,FALSE
4839,6725559,Men,66,Senior,04-07-2022,Jul,Cancelled,Amazon,Set,S,1,INR,788,Belghoria,WEST BENGAL,700056,IN,FALSE
4840,5535668,Women,29,Teenager,04-07-2022,Jul,Delivered,Amazon,Set,XL,1,INR,567,BENGALURU,KARNATAKA,560040,IN,FALSE
4841,7552219,Men,47,Adult,04-07-2022,Jul,Delivered,Myntra,Set,XL,1,INR,599,MOHALI,PUNJAB,140301,IN,FALSE
4842,1397607,Women,58,Senior,04-07-2022,Jul,Delivered,Amazon,Set,M,1,INR,969,DHENKANAL,ODISHA,759001,IN,FALSE
4843,322699,Women,63,Senior,04-07-2022,Jul,Returned,Myntra,Set,XL,1,INR,1268,BENGALURU,KARNATAKA,560066,IN,FALSE
4844,2408767,Women,70,Senior,04-07-2022,Jul,Delivered,Amazon,Saree,Free,1,INR,666,VISAKHAPATNAM,ANDHRA PRADESH,530026,IN,FALSE
4845,8628768,Men,33,Adult,04-07-2022,Jul,Delivered,Myntra,Western Dress,S,1,INR,771,GANGANAGAR,RAJASTHAN,335001,IN,FALSE
4846,8096094,Men,36,Adult,04-07-2022,Jul,Delivered,Nalli,Western Dress,XXL,1,INR,625,BENGALURU,KARNATAKA,560064,IN,FALSE
4847,1878414,Women,48,Adult,04-07-2022,Jul,Delivered,Amazon,Set,M,1,INR,725,JABALPUR,MADHYA PRADESH,482001,IN,FALSE
4848,2553937,Women,39,Adult,04-07-2022,Jul,Delivered,Flipkart,kurta,L,1,INR,399,GAYA,BIHAR,823001,IN,FALSE
4849,5695560,Women,45,Adult,04-07-2022,Jul,Delivered,Amazon,Saree,Free,1,INR,696,BENGALURU,KARNATAKA,560032,IN,FALSE
4850,6004265,Men,21,Teenager,04-07-2022,Jul,Delivered,Flipkart,Set,XL,1,INR,495,GHAZIABAD,UTTAR PRADESH,201002,IN,FALSE
4851,2510636,Women,34,Adult,04-07-2022,Jul,Delivered,Amazon,kurta,XXL,1,INR,486,Mohali,Punjab,140301,IN,FALSE
4852,2448504,Women,42,Adult,04-07-2022,Jul,Delivered,Myntra,Set,S,1,INR,1176,PUDUCHERRY,PUDUCHERRY,605004,IN,FALSE
4853,3776057,Women,32,Adult,04-07-2022,Jul,Delivered,Amazon,Top,XXL,1,INR,549,chennai,TAMIL NADU,600064,IN,FALSE
4854,2153184,Women,68,Senior,04-07-2022,Jul,Delivered,Myntra,Saree,Free,1,INR,1075,SATNA,MADHYA PRADESH,485001,IN,FALSE
4855,1723057,Women,26,Teenager,04-07-2022,Jul,Delivered,Meesho,kurta,XL,1,INR,376,Hubballi,KARNATAKA,580023,IN,FALSE
4856,7069411,Men,25,Teenager,04-07-2022,Jul,Delivered,Myntra,Set,M,1,INR,597,UDUPI,KARNATAKA,576113,IN,FALSE
4857,7857979,Men,24,Teenager,04-07-2022,Jul,Delivered,Meesho,Set,XL,1,INR,882,CHANDIGARH,CHANDIGARH,160020,IN,FALSE
4858,7147074,Women,22,Teenager,04-07-2022,Jul,Returned,Flipkart,Set,L,1,INR,1164,PORT BLAIR,ANDAMAN & NICOBAR ,744101,IN,FALSE
4859,4597285,Women,34,Adult,04-07-2022,Jul,Delivered,Amazon,kurta,L,1,INR,399,New Town,WEST BENGAL,700156,IN,FALSE
4860,4976026,Women,46,Adult,04-07-2022,Jul,Delivered,Amazon,Set,XL,1,INR,569,CHENNAI,TAMIL NADU,600099,IN,FALSE
4861,390588,Men,47,Adult,04-07-2022,Jul,Refunded,Flipkart,Set,S,1,INR,399,MUMBAI,MAHARASHTRA,400012,IN,FALSE
4862,5598136,Women,68,Senior,04-07-2022,Jul,Delivered,Amazon,Set,XS,1,INR,684,SIRSI,KARNATAKA,581336,IN,FALSE
4863,5766106,Women,48,Adult,04-07-2022,Jul,Delivered,Myntra,kurta,XXL,1,INR,521,Shyamnagar,WEST BENGAL,743127,IN,FALSE
4864,5080540,Women,44,Adult,04-07-2022,Jul,Delivered,Amazon,kurta,M,1,INR,517,CHENNAI,TAMIL NADU,600073,IN,FALSE
4865,9026626,Women,30,Adult,04-07-2022,Jul,Delivered,Myntra,kurta,XXL,1,INR,568,PIMPRI CHINCHWAD,MAHARASHTRA,411033,IN,FALSE
4866,3058419,Women,55,Senior,04-07-2022,Jul,Delivered,Flipkart,Saree,Free,1,INR,376,DHARMADOM,KERALA,670661,IN,FALSE
4867,2143706,Women,49,Adult,04-07-2022,Jul,Delivered,Myntra,Set,M,1,INR,1066,HYDERABAD,TELANGANA,500075,IN,FALSE
4868,4038217,Women,36,Adult,04-07-2022,Jul,Delivered,Myntra,kurta,XL,1,INR,499,BARRACKPORE,WEST BENGAL,700122,IN,FALSE
4869,6412137,Men,57,Senior,04-07-2022,Jul,Delivered,Amazon,Set,M,1,INR,597,CHANNAPATNA,KARNATAKA,562160,IN,FALSE
